book_id,title,author,isbn,genre,difficulty_band,reading_level,publication_year,page_count,average_rating
OL19799446W,A to Z Mysteries,Ron Roy,,"[""mystery"", ""adventure""]",early_elementary,3.0,1900,150,4.0
OL29245383W,Mouse bakes for duck,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL28765413W,Pirate campout,Bill Scollon,,"[""adventure""]",early_elementary,3.0,1900,150,4.0
OL27973696W,Ruby and Ben pretend,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL27678199W,My sheep,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL21202335W,My cows,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL18665793W,Wendy the Wild Wolf,Jerome Emanuel,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL20317200W,PAW PATROL,Steve Sullivan & Andy Guerdat * based on their teleplay ''Mission Paw'',,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL20126184W,Richard Scarry's BEST STORIES EVER,Richard Scarry,,"[""nature""]",early_elementary,3.0,1900,150,4.0
OL24823389W,Dog and cat play ball,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24298074W,Sheep and owl look for funny books,Shelley Harwayne,,"[""humor""]",early_elementary,3.0,1900,150,4.0
OL24262701W,Elephant and zebra at the market,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24250468W,Ben gets ready for school,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24287709W,My goats,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL27060374W,Camel makes a toy,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL59110W,Knots on a counting rope,Bill Martin Jr.,,"[""mathematics"", ""geography""]",early_elementary,4.5,1900,150,4.0
OL12231981W,Teaching and learning multiliteracies,Michèle Anstey,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL17741396W,More Kids' Favorite Books. A Compilation of Children's Choices 1992-1994,"Children's Book Council (New York, N.Y.)",,"[""fiction""]",middle_school,7.0,1900,150,4.0
OL24057101W,Fantajī no tanjō to hatten,Kokusai Kodomo Toshokan (Japan),,"[""fantasy"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL1535247W,"Books useful to teachers ... Pub. by the Brooklyn public library, 1904",Brooklyn Public Library.,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL11713140W,A dangerous new world,Maulia Selvarajah,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL3134979W,Die Kinderpresse in der Bundesrepublik Deutschland,Michael Sommer,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL24435756W,Voyage to Shelter Cove,Ralph DaCosta Nunez,,"[""fiction""]",beginner,2.0,1900,150,4.0
OL17707006W,Kids Explore America's Hispanic Heritage. Westridge Young Writers Workshop. First Edition,Westridge Young Writers Workshop,,"[""art"", ""cooking"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL18167814W,Literature for History-Social Science. Kindergarten through Grade Eight,Unknown Author,,"[""art"", ""geography"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL18156034W,Creating Life-Long Readers,Carl B. Smith,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL151411W,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,,"[""fantasy"", ""humor"", ""adventure"", ""geography"", ""art"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL19870W,The Jungle Book,Rudyard Kipling,,"[""adventure"", ""biography"", ""romance"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL1527356W,Le avventure di Pinocchio,Carlo Collodi,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL69603W,The Golden Age,Kenneth Grahame,,"[""fantasy""]",beginner,2.0,1900,150,4.0
OL655908W,The Night Before Christmas,Clement Clarke Moore,,"[""art""]",beginner,2.0,1900,150,4.0
OL1455042W,Heidi,Johanna Spyri,,"[""nature"", ""romance"", ""historical_fiction""]",beginner,2.0,1900,150,4.0
OL52987W,The Very Hungry Caterpillar,Eric Carle,,"[""nature"", ""art""]",beginner,2.0,1900,150,4.0
OL58402W,Guess How Much I Love You,Sam McBratney,,"[""humor"", ""adventure"", ""art"", ""romance"", ""nature""]",beginner,2.0,1900,150,4.0
OL4459213W,Bambi (First Colouring Tall),Felix Salten,,"[""biography"", ""nature""]",beginner,2.0,1900,150,4.0
OL151798W,Goodnight Moon,Margaret Wise Brown,,"[""nature"", ""romance"", ""historical_fiction""]",beginner,2.0,1900,150,4.0
OL2568879W,Where the Wild Things Are,Maurice Sendak,,"[""fantasy"", ""nature"", ""adventure"", ""geography""]",beginner,2.0,1900,150,4.0
OL832133W,We're Going on a Bear Hunt,Michael Rosen,,"[""adventure""]",beginner,2.0,1900,150,4.0
OL16067296W,The tale of Jemima Puddle-Duck,Beatrix Potter,,"[""nature""]",beginner,2.0,1900,150,4.0
OL41495W,A Wrinkle in Time,Madeleine L'Engle,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art"", ""romance""]",beginner,2.0,1900,150,4.0
OL26460746W,The Tale of Peter Rabbit,Beatrix Potter,,"[""nature"", ""adventure""]",beginner,2.0,1900,150,4.0
OL1938178W,The Gruffalo,Julia Donaldson,,"[""nature"", ""art""]",beginner,2.0,1900,150,4.0
OL20262024W,'Twas the Night before Christmas,Clement Clarke Moore,,"[""nature""]",beginner,2.0,1900,150,4.0
OL468431W,The Great Gatsby,F. Scott Fitzgerald,,"[""fantasy"", ""adventure"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL455305W,The Scarlet Letter,Nathaniel Hawthorne,,"[""nature"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL468488W,This Side of Paradise,F. Scott Fitzgerald,,"[""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL27482W,The Hobbit,J.R.R. Tolkien,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""horror"", ""art""]",middle_school,7.0,1900,150,4.0
OL1099280W,Vingt mille lieues sous les mers,Jules Verne,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance""]",middle_school,7.0,1900,150,4.0
OL69630W,A Little Princess,Frances Hodgson Burnett,,"[""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL27513W,The Fellowship of the Ring,J.R.R. Tolkien,,"[""fantasy"", ""art"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL45790W,Charlie and the Chocolate Factory,Roald Dahl,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL5114588W,What Katy Did Next (Best Loved Stories),Susan Coolidge,,"[""romance""]",middle_school,7.0,1900,150,4.0
OL28988W,Northern Lights,Philip Pullman,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""horror"", ""art"", ""nature""]",middle_school,7.0,1900,150,4.0
OL5735363W,The Hunger Games,Suzanne Collins,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""sports""]",middle_school,7.0,1900,150,4.0
OL5720023W,Twilight,Stephenie Meyer,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""romance""]",middle_school,7.0,1900,150,4.0
OL17449W,King Solomon's Mines,H. Rider Haggard,,"[""adventure""]",middle_school,7.0,1900,150,4.0
OL35849W,"Undine, eine Erzählung",Friedrich de la Motte-Fouqué,,"[""fantasy"", ""adventure""]",middle_school,7.0,1900,150,4.0
OL5819456W,The Book Thief,Markus Zusak,,"[""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL45886W,The Witches,Roald Dahl,,"[""fantasy"", ""adventure"", ""humor""]",middle_school,7.0,1900,150,4.0
OL28993W,The Subtle Knife,Philip Pullman,,"[""fantasy"", ""science_fiction"", ""science"", ""geography"", ""horror""]",middle_school,7.0,1900,150,4.0
OL2965102W,The Curious Incident of the Dog in the Night-Time,Mark Haddon,,"[""mystery""]",middle_school,7.0,1900,150,4.0
OL5735360W,Catching Fire,Suzanne Collins,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""sports""]",middle_school,7.0,1900,150,4.0
OL66554W,Pride and Prejudice,Jane Austen,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL8193416W,The Picture of Dorian Gray,Oscar Wilde,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL66562W,Sense and Sensibility,Jane Austen,,"[""humor"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL503666W,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,,"[""humor"", ""adventure"", ""biography"", ""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL893707W,Madame Bovary,Gustave Flaubert,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL8721462W,Great Expectations,Charles Dickens,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL262496W,A Study in Scarlet,Arthur Conan Doyle,,"[""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL262460W,The Lost World,Arthur Conan Doyle,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""art"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
OL85892W,Dracula,Bram Stoker,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL64365W,Brave New World,Aldous Huxley,,"[""science_fiction"", ""nature"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL74502W,The Iron Heel,Jack London,,"[""science_fiction"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL52266W,The Invisible Man,H. G. Wells,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""art"", ""historical_fiction"", ""mystery""]",high_school,10.0,1900,150,4.0
OL118388W,Flatland,Edwin Abbott Abbott,,"[""fantasy"", ""science_fiction"", ""adventure"", ""humor"", ""science"", ""mathematics"", ""geography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL52114W,The War of the Worlds,H. G. Wells,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art"", ""romance""]",early_elementary,4.5,1900,150,4.0
OL76473W,The Napoleon of Notting Hill,Gilbert Keith Chesterton,,"[""fantasy"", ""science_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL1168083W,Nineteen Eighty-Four,George Orwell,,"[""fantasy"", ""science_fiction"", ""science"", ""art"", ""romance"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
OL1100007W,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL15448W,The Princess and Curdie,George MacDonald,,"[""fantasy"", ""science_fiction"", ""art"", ""science""]",early_elementary,4.5,1900,150,4.0
OL24156W,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL262596W,The Poison Belt,Arthur Conan Doyle,,"[""science_fiction"", ""mystery"", ""adventure"", ""science""]",late_elementary,6.0,1900,150,4.0
OL381550W,The Island of Dr. Moreau,H. G. Wells,,"[""science_fiction"", ""science"", ""horror"", ""art"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL103123W,Fahrenheit 451,Ray Bradbury,,"[""science_fiction"", ""art"", ""horror"", ""science""]",late_elementary,6.0,1900,150,4.0
OL1089297W,The Prince,Niccolò Machiavelli,,"[""fantasy"", ""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL99499W,Five Children and It,Edith Nesbit,,"[""fantasy"", ""adventure"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL259010W,A Midsummer Night's Dream,William Shakespeare,,"[""fantasy"", ""humor"", ""geography"", ""art"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL18396W,The Marvelous Land of Oz,L. Frank Baum,,"[""fantasy"", ""art"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL18415W,Ozma of Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL18409W,The Emerald City of Oz,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""science"", ""art"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art""]",early_elementary,4.5,1900,150,4.0
OL18411W,The Lost Princess of Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL407476W,The Story of the Amulet,Edith Nesbit,,"[""fantasy"", ""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL262358W,The Complete Life and Adventures of Santa Claus,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""biography"", ""art""]",early_elementary,4.5,1900,150,4.0
OL262390W,The Road to Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL262384W,The Sea Fairies,L. Frank Baum,,"[""fantasy"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL262421W,The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,,"[""mystery"", ""adventure"", ""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL472715W,The Mysterious Affair at Styles,Agatha Christie,,"[""mystery"", ""art""]",high_school,10.0,1900,150,4.0
OL76487W,The Man Who Was Thursday,Gilbert Keith Chesterton,,"[""fantasy"", ""mystery""]",late_elementary,6.0,1900,150,4.0
OL471789W,The Secret Adversary,Agatha Christie,,"[""mystery"", ""adventure""]",high_school,10.0,1900,150,4.0
OL8763148W,The mystery of Edwin Drood,Charles Dickens,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL262452W,His Last Bow [8 stories],Arthur Conan Doyle,,"[""mystery"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL23797W,The Riddle of the Sands,Erskine Childers,,"[""mystery"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL38663W,Heart of Darkness,Joseph Conrad,,"[""adventure"", ""geography"", ""art"", ""romance"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL76501W,Greenmantle,John Buchan,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL82563W,Harry Potter and the Philosopher's Stone,J. K. Rowling,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""horror"", ""art"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
OL1315930W,Trent's Last Case,E. C. Bentley,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL76595W,Prester John,John Buchan,,"[""mystery"", ""adventure""]",late_elementary,6.0,1900,150,4.0
OL2234917W,Whose Body?,Dorothy L. Sayers,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL176086W,Basil,Wilkie Collins,,"[""mystery""]",high_school,10.0,1900,150,4.0
OL176068W,The Black Robe,Wilkie Collins,,"[""mystery"", ""romance""]",late_elementary,6.0,1900,150,4.0
OL472073W,Murder on the Links,Agatha Christie,,"[""mystery"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL6438811W,Fifty Candles,Earl Derr Biggers,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL250352W,The Amateur Cracksman,E. W. Hornung,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL66534W,Northanger Abbey,Jane Austen,,"[""horror"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL98501W,Ethan Frome,Edith Wharton,,"[""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL267096W,Anna Karenina,Лев Толстой,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL36287W,Le Comte de Monte Cristo,Alexandre Dumas,,"[""adventure"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL152161W,Uncle Tom's Cabin,Harriet Beecher Stowe,,"[""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL176092W,The Moonstone,Wilkie Collins,,"[""mystery"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL81294W,Women in Love,D. H. Lawrence,,"[""fantasy"", ""romance""]",late_elementary,6.0,1900,150,4.0
OL1103093W,Cranford,Elizabeth Cleghorn Gaskell,,"[""romance""]",high_school,10.0,1900,150,4.0
OL44986W,Jude the Obscure,Thomas Hardy,,"[""nature"", ""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL44973W,"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,,"[""music"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL44990W,The Woodlanders,Thomas Hardy,,"[""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL77997W,The pioneers,James Fenimore Cooper,,"[""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL98491W,The Age of Innocence,Edith Wharton,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL36861W,Les Trois Mousquetaires,Alexandre Dumas,,"[""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL53919W,The Adventures of Tom Sawyer,Mark Twain,,"[""humor"", ""art"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL77958W,The Last of the Mohicans,James Fenimore Cooper,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL8662242W,David Copperfield,Charles Dickens,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL53994W,The Prince and the Pauper,Mark Twain,,"[""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL267171W,War and Peace,Лев Толстой,,"[""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL20844W,The Red Badge of Courage,Stephen Crane,,"[""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL1253285W,The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL86318W,Ulysses,James Joyce,,"[""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL17732W,Bible,Bible,,"[""geography"", ""biography"", ""art"", ""romance"", ""music"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL93082W,Divina Commedia,Dante Alighieri,,"[""humor"", ""biography"", ""art"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL69178W,Narrative of the life of Frederick Douglass,Frederick Douglass,,"[""biography"", ""art"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL78871W,Twelve years a slave,Solomon Northup,,"[""biography"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL19842W,Captains Courageous,Rudyard Kipling,,"[""biography"", ""adventure""]",middle_school,7.0,1900,150,4.0
OL531767W,The Canterbury Tales,Geoffrey Chaucer,,"[""biography"", ""mathematics"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL16333W,Leaves of Grass,Walt Whitman,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL362702W,Julius Caesar,William Shakespeare,,"[""biography"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL86320W,Dubliners,James Joyce,,"[""biography"", ""art""]",late_elementary,6.0,1900,150,4.0
OL107195W,The Pilgrim's Progress,John Bunyan,,"[""biography"", ""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL26492W,Autobiography,Benjamin Franklin,,"[""horror"", ""historical_fiction"", ""biography""]",late_elementary,6.0,1900,150,4.0
OL19926W,The Second Jungle Book,Rudyard Kipling,,"[""biography"", ""nature"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL362706W,Sonnets,William Shakespeare,,"[""science"", ""biography"", ""art"", ""romance"", ""music"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL260101W,The Tenant of Wildfell Hall,Anne Brontë,,"[""biography""]",late_elementary,6.0,1900,150,4.0
OL1261147W,Ab urbe condita,Titus Livius,,"[""biography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL76350W,Orthodoxy,Gilbert Keith Chesterton,,"[""biography"", ""nature"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL244537W,The Art of War,孙武,,"[""art"", ""historical_fiction"", ""science""]",middle_school,7.0,1900,150,4.0
OL100672W,Candide,Voltaire,,"[""humor"", ""adventure"", ""art"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL259026W,King Lear,William Shakespeare,,"[""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL51831W,πολιτεία,Πλάτων,,"[""art"", ""romance"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL258758W,The Merchant of Venice,William Shakespeare,,"[""humor"", ""art"", ""mathematics"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL258850W,Othello,William Shakespeare,,"[""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL43024W,As a man thinketh,James Allen,,"[""fiction""]",late_elementary,6.0,1900,150,4.0
OL76482W,Heretics,Gilbert Keith Chesterton,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL55649W,Walden,Henry David Thoreau,,"[""biography"", ""nature"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL1068091W,On Liberty,John Stuart Mill,,"[""nature"", ""art"", ""science""]",late_elementary,6.0,1900,150,4.0
OL63996W,The Alhambra,Washington Irving,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL629052W,Manifest der Kommunistischen Partei,Karl Marx,,"[""biography"", ""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL137872W,Confessions,Augustine of Hippo,,"[""biography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL357501W,Up from Slavery,Booker T. Washington,,"[""biography"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL9170454W,Hamlet,William Shakespeare,,"[""mystery"", ""mathematics"", ""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL66544W,Persuasion,Jane Austen,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL102749W,Moby Dick,Herman Melville,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL61981W,Ἰλιάς,Όμηρος,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL76524W,The Thirty-Nine Steps,John Buchan,,"[""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL85891W,The Jewel of Seven Stars,Bram Stoker,,"[""fantasy"", ""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL245401W,The Prisoner of Zenda,Anthony Hope,,"[""mystery"", ""adventure"", ""geography"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL77950W,The deerslayer,James Fenimore Cooper,,"[""art"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
