book_id,title,author,isbn,genre,difficulty_band,reading_level,publication_year,page_count,average_rating
B062,Wings of Fire #2: The Lost Heir,Tui T. Sutherland,9780545349246,"[""fiction"", ""fantasy""]",late_elementary,5.1,2013,299,5.0
B063,Wings of Fire #3: The Hidden Kingdom,Tui T. Sutherland,9780545349253,"[""fiction"", ""fantasy""]",late_elementary,5.0,2013,299,5.0
B064,Dork Diaries #1,Rachel Renée Russell,9781416980087,"[""fiction"", ""humor""]",early_elementary,3.7,2009,282,4.0
B065,Dork Diaries #2: Party Time,Rachel Renée Russell,9781416997474,"[""fiction"", ""humor""]",early_elementary,3.8,2010,284,4.0
B066,The Baby-Sitters Club #1: Kristy's Great Idea,Ann M. Martin,9780545813877,"[""fiction"", ""realistic""]",early_elementary,4.0,2015,158,4.0
B067,Dog Days,Jeff Kinney,9780810983915,"[""fiction"", ""humor""]",early_elementary,3.3,2009,224,4.0
B068,The Last Straw,Jeff Kinney,9780810987739,"[""fiction"", ""humor""]",early_elementary,3.1,2009,217,4.0
B069,Rodrick Rules,Jeff Kinney,9780810994737,"[""fiction"", ""humor""]",early_elementary,3.2,2008,216,4.0
B070,The Ugly Truth,Jeff Kinney,9780810984912,"[""fiction"", ""humor""]",early_elementary,3.4,2010,217,4.0
B071,Cabin Fever,Jeff Kinney,9780810996137,"[""fiction"", ""humor""]",early_elementary,3.3,2011,217,3.0
B072,The Third Wheel,Jeff Kinney,9780810989641,"[""fiction"", ""humor""]",early_elementary,3.2,2012,217,4.0
B073,Hard Luck,Jeff Kinney,9781419711893,"[""fiction"", ""humor""]",early_elementary,3.3,2013,217,4.0
B074,The Long Haul,Jeff Kinney,9781419717475,"[""fiction"", ""humor""]",early_elementary,3.4,2014,217,3.0
B075,Old School,Jeff Kinney,9781419720215,"[""fiction"", ""humor""]",early_elementary,3.5,2015,217,4.0
B076,Double Down,Jeff Kinney,9781419723445,"[""fiction"", ""humor""]",early_elementary,3.4,2016,217,4.0
B077,The Getaway,Jeff Kinney,9781419725456,"[""fiction"", ""humor""]",early_elementary,3.3,2017,217,4.0
B078,The Meltdown,Jeff Kinney,9781419728563,"[""fiction"", ""humor""]",early_elementary,3.4,2018,217,4.1
B079,Wrecking Ball,Jeff Kinney,9781419739507,"[""fiction"", ""humor""]",early_elementary,3.5,2019,217,3.0
B080,The Deep End,Jeff Kinney,9781419749506,"[""fiction"", ""humor""]",early_elementary,3.4,2020,217,3.9
B081,Big Shot,Jeff Kinney,9781419756702,"[""fiction"", ""humor""]",early_elementary,3.5,2021,217,4.0
B082,Diper Överlöde,Jeff Kinney,9781419759604,"[""fiction"", ""humor""]",early_elementary,3.4,2022,217,3.9
B083,"I Survived the Sinking of the Titanic, 1912",Lauren Tarshis,9780545206945,"[""fiction"", ""historical""]",early_elementary,4.0,2010,112,4.0
B084,I Survived the Shark Attacks of 1916,Lauren Tarshis,9780545206952,"[""fiction"", ""historical""]",early_elementary,4.1,2010,112,4.0
B085,"I Survived Hurricane Katrina, 2005",Lauren Tarshis,9780545206976,"[""fiction"", ""historical""]",early_elementary,4.2,2011,112,4.0
B086,Goosebumps: Welcome to Dead House,R.L. Stine,9780545035217,"[""fiction"", ""horror""]",early_elementary,3.6,1992,123,3.0
B087,Goosebumps: Stay Out of the Basement,R.L. Stine,9780545035224,"[""fiction"", ""horror""]",early_elementary,3.7,1992,123,3.0
B088,Goosebumps: Monster Blood,R.L. Stine,9780545035231,"[""fiction"", ""horror""]",early_elementary,3.5,1992,123,3.0
B089,Goosebumps: Say Cheese and Die!,R.L. Stine,9780545035248,"[""fiction"", ""horror""]",early_elementary,3.6,1992,123,3.0
B090,The Bad Guys in The Baddest Day Ever,Aaron Blabey,9781338271584,"[""fiction"", ""humor""]",beginner,2.4,2018,144,5.0
B091,The Bad Guys in The Furball Strikes Back,Aaron Blabey,9781338271577,"[""fiction"", ""humor""]",beginner,2.3,2018,144,5.0
B092,The Bad Guys in Attack of the Zittens,Aaron Blabey,9781338271591,"[""fiction"", ""humor""]",beginner,2.5,2018,144,5.0
B093,Dog Man: Mothering Heights,Dav Pilkey,9781338535624,"[""fiction"", ""graphic""]",early_elementary,2.4,2021,256,5.0
B094,Dog Man: Fetch-22,Dav Pilkey,9781338535600,"[""fiction"", ""graphic""]",early_elementary,2.5,2019,256,5.0
B095,Dog Man: Grime and Punishment,Dav Pilkey,9781338535631,"[""fiction"", ""graphic""]",early_elementary,2.4,2020,256,5.0
B096,The Magic School Bus: Lost in the Solar System,Joanna Cole,9780590414296,"[""non-fiction"", ""science""]",early_elementary,3.3,1990,48,4.2
B097,The Magic School Bus: On the Ocean Floor,Joanna Cole,9780590414289,"[""non-fiction"", ""science""]",early_elementary,3.4,1992,48,4.1
B098,The Magic School Bus: In the Time of the Dinosaurs,Joanna Cole,9780590446891,"[""non-fiction"", ""science""]",early_elementary,3.5,1994,48,4.3
B099,The Magic School Bus: Inside a Hurricane,Joanna Cole,9780590446907,"[""non-fiction"", ""science""]",early_elementary,3.6,1995,48,4.0
B100,The Magic School Bus: Electric Field Trip,Joanna Cole,9780590446945,"[""non-fiction"", ""science""]",early_elementary,3.7,1997,48,4.1
OL138052W,Alice's Adventures in Wonderland,Lewis Carroll,,"[""fantasy"", ""science_fiction"", ""adventure"", ""humor"", ""science"", ""geography"", ""art"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL21177W,Wuthering Heights,Emily Brontë,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL8193497W,A Christmas Carol,Charles Dickens,,"[""fantasy"", ""humor"", ""adventure"", ""horror"", ""art"", ""music"", ""historical_fiction"", ""nature""]",middle_school,7.0,1900,150,4.0
OL53908W,Adventures of Huckleberry Finn,Mark Twain,,"[""humor"", ""sports"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL66513W,Emma,Jane Austen,,"[""humor"", ""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL8193478W,Oliver Twist,Charles Dickens,,"[""mystery"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL450063W,Frankenstein or The Modern Prometheus,Mary Shelley,,"[""science_fiction"", ""science"", ""horror"", ""art"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL8193465W,A Tale of Two Cities,Charles Dickens,,"[""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL18417W,The Wonderful Wizard of Oz,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""historical_fiction""]",beginner,2.0,1900,150,4.0
OL24034W,Treasure Island,Robert Louis Stevenson,,"[""fantasy"", ""art"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL29983W,Little Women,Louisa May Alcott,,"[""nature"", ""adventure"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL20600W,Gulliver's Travels,Jonathan Swift,,"[""fantasy"", ""humor"", ""adventure"", ""geography"", ""biography"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL69612W,The Secret Garden,Frances Hodgson Burnett,,"[""fantasy"", ""adventure"", ""art"", ""romance"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL14942956W,The Call of the Wild,Jack London,,"[""fantasy"", ""adventure"", ""art"", ""romance"", ""historical_fiction"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL151406W,Through the Looking-Glass,Lewis Carroll,,"[""fantasy"", ""humor"", ""adventure"", ""science"", ""mathematics"", ""geography"", ""art"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL28570037W,Wind in the Willows,Kenneth Grahame,,"[""fantasy"", ""humor"", ""adventure"", ""art"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL262454W,The Hound of the Baskervilles,Arthur Conan Doyle,,"[""nature"", ""mystery"", ""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL77746W,Anne of Green Gables,Lucy Maud Montgomery,,"[""fantasy"", ""art"", ""historical_fiction"", ""biography""]",early_elementary,4.5,1900,150,4.0
OL1095427W,Jane Eyre,Charlotte Brontë,,"[""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL52267W,The Time Machine,H. G. Wells,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL17575002W,The Princess and the Bubs,Anamaria Rose,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL476664W,Walt Disney Productions' Winnie-the-Pooh and Eeyore's House,A. A. Milne,,"[""nature""]",early_elementary,3.0,1900,150,4.0
OL1979693W,Where Will the Animals Stay?,Stephanie Calmenson,,"[""nature"", ""art""]",beginner,2.0,1900,150,4.0
OL17336768W,Pinkie Pie Keeps a Secret,Magnolia Belle,,"[""art""]",beginner,2.0,1900,150,4.0
OL17336774W,We Like Spike!,Jennifer Fox,,"[""fantasy"", ""art""]",beginner,2.0,1900,150,4.0
OL19799446W,A to Z Mysteries,Ron Roy,,"[""mystery"", ""adventure""]",early_elementary,3.0,1900,150,4.0
OL29245383W,Mouse bakes for duck,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL28765413W,Pirate campout,Bill Scollon,,"[""adventure""]",early_elementary,3.0,1900,150,4.0
OL27973696W,Ruby and Ben pretend,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL27678199W,My sheep,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL21202335W,My cows,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL18665793W,Wendy the Wild Wolf,Jerome Emanuel,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL20317200W,PAW PATROL,Steve Sullivan & Andy Guerdat * based on their teleplay ''Mission Paw'',,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL20126184W,Richard Scarry's BEST STORIES EVER,Richard Scarry,,"[""nature""]",early_elementary,3.0,1900,150,4.0
OL24823389W,Dog and cat play ball,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24298074W,Sheep and owl look for funny books,Shelley Harwayne,,"[""humor""]",early_elementary,3.0,1900,150,4.0
OL24262701W,Elephant and zebra at the market,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24250468W,Ben gets ready for school,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL24287709W,My goats,Heather Miller,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL27060374W,Camel makes a toy,Shelley Harwayne,,"[""fiction""]",early_elementary,3.0,1900,150,4.0
OL59110W,Knots on a counting rope,Bill Martin Jr.,,"[""mathematics"", ""geography""]",early_elementary,4.5,1900,150,4.0
OL12231981W,Teaching and learning multiliteracies,Michèle Anstey,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL17741396W,More Kids' Favorite Books. A Compilation of Children's Choices 1992-1994,"Children's Book Council (New York, N.Y.)",,"[""fiction""]",middle_school,7.0,1900,150,4.0
OL24057101W,Fantajī no tanjō to hatten,Kokusai Kodomo Toshokan (Japan),,"[""fantasy"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL1535247W,"Books useful to teachers ... Pub. by the Brooklyn public library, 1904",Brooklyn Public Library.,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL11713140W,A dangerous new world,Maulia Selvarajah,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL3134979W,Die Kinderpresse in der Bundesrepublik Deutschland,Michael Sommer,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL24435756W,Voyage to Shelter Cove,Ralph DaCosta Nunez,,"[""fiction""]",beginner,2.0,1900,150,4.0
OL17707006W,Kids Explore America's Hispanic Heritage. Westridge Young Writers Workshop. First Edition,Westridge Young Writers Workshop,,"[""art"", ""cooking"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL18167814W,Literature for History-Social Science. Kindergarten through Grade Eight,Unknown Author,,"[""art"", ""geography"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL18156034W,Creating Life-Long Readers,Carl B. Smith,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
OL151411W,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,,"[""fantasy"", ""humor"", ""adventure"", ""geography"", ""art"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL19870W,The Jungle Book,Rudyard Kipling,,"[""adventure"", ""biography"", ""romance"", ""historical_fiction"", ""nature""]",beginner,2.0,1900,150,4.0
OL1527356W,Le avventure di Pinocchio,Carlo Collodi,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL69603W,The Golden Age,Kenneth Grahame,,"[""fantasy""]",beginner,2.0,1900,150,4.0
OL655908W,The Night Before Christmas,Clement Clarke Moore,,"[""art""]",beginner,2.0,1900,150,4.0
OL1455042W,Heidi,Johanna Spyri,,"[""nature"", ""romance"", ""historical_fiction""]",beginner,2.0,1900,150,4.0
OL52987W,The Very Hungry Caterpillar,Eric Carle,,"[""nature"", ""art""]",beginner,2.0,1900,150,4.0
OL58402W,Guess How Much I Love You,Sam McBratney,,"[""humor"", ""adventure"", ""art"", ""romance"", ""nature""]",beginner,2.0,1900,150,4.0
OL4459213W,Bambi (First Colouring Tall),Felix Salten,,"[""biography"", ""nature""]",beginner,2.0,1900,150,4.0
OL151798W,Goodnight Moon,Margaret Wise Brown,,"[""nature"", ""romance"", ""historical_fiction""]",beginner,2.0,1900,150,4.0
OL2568879W,Where the Wild Things Are,Maurice Sendak,,"[""fantasy"", ""nature"", ""adventure"", ""geography""]",beginner,2.0,1900,150,4.0
OL832133W,We're Going on a Bear Hunt,Michael Rosen,,"[""adventure""]",beginner,2.0,1900,150,4.0
OL16067296W,The tale of Jemima Puddle-Duck,Beatrix Potter,,"[""nature""]",beginner,2.0,1900,150,4.0
OL41495W,A Wrinkle in Time,Madeleine L'Engle,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art"", ""romance""]",beginner,2.0,1900,150,4.0
OL26460746W,The Tale of Peter Rabbit,Beatrix Potter,,"[""nature"", ""adventure""]",beginner,2.0,1900,150,4.0
OL1938178W,The Gruffalo,Julia Donaldson,,"[""nature"", ""art""]",beginner,2.0,1900,150,4.0
OL20262024W,'Twas the Night before Christmas,Clement Clarke Moore,,"[""nature""]",beginner,2.0,1900,150,4.0
OL468431W,The Great Gatsby,F. Scott Fitzgerald,,"[""fantasy"", ""adventure"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL455305W,The Scarlet Letter,Nathaniel Hawthorne,,"[""nature"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL468488W,This Side of Paradise,F. Scott Fitzgerald,,"[""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL27482W,The Hobbit,J.R.R. Tolkien,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""horror"", ""art""]",middle_school,7.0,1900,150,4.0
OL1099280W,Vingt mille lieues sous les mers,Jules Verne,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance""]",middle_school,7.0,1900,150,4.0
OL69630W,A Little Princess,Frances Hodgson Burnett,,"[""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL27513W,The Fellowship of the Ring,J.R.R. Tolkien,,"[""fantasy"", ""art"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL45790W,Charlie and the Chocolate Factory,Roald Dahl,,"[""fantasy"", ""adventure"", ""humor""]",beginner,2.0,1900,150,4.0
OL5114588W,What Katy Did Next (Best Loved Stories),Susan Coolidge,,"[""romance""]",middle_school,7.0,1900,150,4.0
OL28988W,Northern Lights,Philip Pullman,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""horror"", ""art"", ""nature""]",middle_school,7.0,1900,150,4.0
OL5735363W,The Hunger Games,Suzanne Collins,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""sports""]",middle_school,7.0,1900,150,4.0
OL5720023W,Twilight,Stephenie Meyer,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""romance""]",middle_school,7.0,1900,150,4.0
OL17449W,King Solomon's Mines,H. Rider Haggard,,"[""adventure""]",middle_school,7.0,1900,150,4.0
OL35849W,"Undine, eine Erzählung",Friedrich de la Motte-Fouqué,,"[""fantasy"", ""adventure""]",middle_school,7.0,1900,150,4.0
OL5819456W,The Book Thief,Markus Zusak,,"[""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL45886W,The Witches,Roald Dahl,,"[""fantasy"", ""adventure"", ""humor""]",middle_school,7.0,1900,150,4.0
OL28993W,The Subtle Knife,Philip Pullman,,"[""fantasy"", ""science_fiction"", ""science"", ""geography"", ""horror""]",middle_school,7.0,1900,150,4.0
OL2965102W,The Curious Incident of the Dog in the Night-Time,Mark Haddon,,"[""mystery""]",middle_school,7.0,1900,150,4.0
OL5735360W,Catching Fire,Suzanne Collins,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""sports""]",middle_school,7.0,1900,150,4.0
OL66554W,Pride and Prejudice,Jane Austen,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL8193416W,The Picture of Dorian Gray,Oscar Wilde,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL66562W,Sense and Sensibility,Jane Austen,,"[""humor"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL503666W,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,,"[""humor"", ""adventure"", ""biography"", ""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL893707W,Madame Bovary,Gustave Flaubert,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL8721462W,Great Expectations,Charles Dickens,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL262496W,A Study in Scarlet,Arthur Conan Doyle,,"[""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL262460W,The Lost World,Arthur Conan Doyle,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""art"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
OL85892W,Dracula,Bram Stoker,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL64365W,Brave New World,Aldous Huxley,,"[""science_fiction"", ""nature"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL74502W,The Iron Heel,Jack London,,"[""science_fiction"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL52266W,The Invisible Man,H. G. Wells,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""art"", ""historical_fiction"", ""mystery""]",high_school,10.0,1900,150,4.0
OL118388W,Flatland,Edwin Abbott Abbott,,"[""fantasy"", ""science_fiction"", ""adventure"", ""humor"", ""science"", ""mathematics"", ""geography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL52114W,The War of the Worlds,H. G. Wells,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art"", ""romance""]",early_elementary,4.5,1900,150,4.0
OL76473W,The Napoleon of Notting Hill,Gilbert Keith Chesterton,,"[""fantasy"", ""science_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL1168083W,Nineteen Eighty-Four,George Orwell,,"[""fantasy"", ""science_fiction"", ""science"", ""art"", ""romance"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
